Timestamp,ActionMode,px,py,pz,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,px_ref,py_ref,pz_ref,roll_ref,pitch_ref,yaw_ref,vx_ref,vy_ref,vz_ref,wx_ref,wy_ref,wz_ref,lyapunov_energy,motor_power,motor_energy_consumption
0.0,1,46.0,-3.431534136705272e-12,0.29996082186698914,0.0,0.0,0.0,1.2667268622923444e-10,6.851382655659322e-11,-0.019620005041360855,-4.1574604869865084e-10,1.7079390124408178e-09,-4.598844915992828e-10,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0747867651027545,1.803350567817688,0.0,0.0
0.020000001415610313,1,46.000179290771484,8.095570592558943e-06,0.2978869378566742,-0.00019669532775878906,-0.0006506443023681641,9.608268737792969e-05,0.026065394282341003,0.0027937099803239107,-0.14975717663764954,-0.05875048041343689,-0.1920592486858368,0.02119385078549385,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.07701943924969945,1.8324731588363647,390.0894775390625,0.0
0.04000000283122063,1,46.00099563598633,1.8280637959833257e-05,0.2947560250759125,-0.004247903823852539,-0.0009605884552001953,0.0011138916015625,0.047454990446567535,-0.003835477167740464,-0.13565896451473236,-0.18797995150089264,0.09459630399942398,0.05263351649045944,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.07947964084883277,1.6523736715316772,1006.8599243164062,3.900895051497969
0.06000000610947609,1,46.002281188964844,-0.0002055124205071479,0.292695015668869,-0.005948305130004883,0.0014965534210205078,0.0024864673614501953,0.0759112611413002,-0.012577741406857967,-0.07416795939207077,0.017666993662714958,0.1191239207983017,0.06122567132115364,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.08207851511501758,1.2688370943069458,962.3623657226562,17.870390058820647
0.07999997586011887,1,46.00416946411133,-0.0005710319965146482,0.29175397753715515,-0.00446629524230957,0.0028319358825683594,0.00374603271484375,0.10606949031352997,-0.022108323872089386,-0.025531021878123283,0.061636168509721756,0.05952963978052139,0.027087993919849396,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.08481227867659578,1.0260913372039795,814.5286254882812,37.562616187018136
0.09999994188547134,1,46.006614685058594,-0.001139046042226255,0.2915725111961365,-0.0026285648345947266,0.0031070709228515625,0.0038459300994873047,0.12907642126083374,-0.03411466255784035,0.007250548340380192,0.07935281097888947,0.025445081293582916,-0.029392246156930923,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.08768676518021737,0.9205915927886963,698.6842041015625,55.33149922422234
0.11999990791082382,1,46.0094108581543,-0.0019139862852171063,0.2919432520866394,-0.0007631778717041016,0.0032181739807128906,0.0029685497283935547,0.14664529263973236,-0.04430641606450081,0.030162325128912926,0.07095544040203094,0.024883827194571495,-0.06544440239667892,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.09071048066490736,0.8668351173400879,600.708984375,70.46360181468452
0.13999992609024048,1,46.01249313354492,-0.002856065519154072,0.29275837540626526,0.0008275508880615234,0.0039293766021728516,0.0015528202056884766,0.15888842940330505,-0.051544807851314545,0.04830271750688553,0.06652536988258362,0.05779140442609787,-0.07935380190610886,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.09389334044963825,0.8429504036903381,518.69970703125,83.45751162623736
0.15999996662139893,1,46.01577377319336,-0.003913735970854759,0.2939729392528534,0.002231597900390625,0.0056989192962646484,-9.846687316894531e-05,0.16801975667476654,-0.05570540204644203,0.06484635174274445,0.058129359036684036,0.09691290557384491,-0.08130261301994324,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.09724639083413232,0.8304606676101685,462.90789794921875,94.65160871539837
0.18000000715255737,1,46.01921844482422,-0.005029714200645685,0.29554077982902527,0.0037441253662109375,0.008525609970092773,-0.0018131732940673828,0.1750149428844452,-0.057096246629953384,0.07831119000911713,0.05826478451490402,0.13517260551452637,-0.07809460163116455,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.10078178287514841,0.8372552990913391,414.1573791503906,104.46770465804974
0.20000004768371582,1,46.02277755737305,-0.006160619668662548,0.2973063588142395,0.005230426788330078,0.0120849609375,-0.0034782886505126953,0.1812421679496765,-0.05651251599192619,0.08259495347738266,0.046711280941963196,0.15468668937683105,-0.07048938423395157,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.10451283356483886,0.8380517959594727,373.99359130859375,113.23837520328169
0.22000008821487427,1,46.0264892578125,-0.007271678652614355,0.29901427030563354,0.005925416946411133,0.015694141387939453,-0.004996538162231445,0.1881411224603653,-0.054415035992860794,0.07507196813821793,0.003169385250657797,0.13930626213550568,-0.06022224202752113,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.10845412860651871,0.7812888622283936,350.69305419921875,121.11990088020747
0.24000012874603271,1,46.03034210205078,-0.00833691656589508,0.3004065454006195,0.0053899288177490234,0.01861572265625,-0.006293535232543945,0.19703416526317596,-0.051598433405160904,0.057220958173274994,-0.03705858811736107,0.10278846323490143,-0.0496363639831543,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.11262165281037767,0.7018998861312866,347.38677978515625,128.36678202148022
0.26000016927719116,1,46.03443145751953,-0.009348773397505283,0.3012966811656952,0.0037508010864257812,0.020369529724121094,-0.007318735122680664,0.20967043936252594,-0.04875878244638443,0.033770572394132614,-0.07648156583309174,0.04991453140974045,-0.04093535989522934,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.11703294443301897,0.6153149604797363,360.4075012207031,135.34759450831615
0.2800002098083496,1,46.038726806640625,-0.01025800034403801,0.30123811960220337,0.0011408329010009766,0.020497798919677734,-0.0068743228912353516,0.21975623071193695,-0.039866700768470764,-0.08430841565132141,-0.21641668677330017,-0.06319795548915863,0.14981019496917725,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.12170727378235037,0.6219325661659241,78.41321563720703,142.42555166223582
0.30000025033950806,1,46.04273986816406,-0.010780836455523968,0.30034610629081726,-0.003789186477661133,0.025863170623779297,-0.004717111587524414,0.1857985407114029,-0.011010547168552876,0.0030863359570503235,-0.26359474658966064,0.5264020562171936,0.060320839285850525,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.12666584834217975,2.0712523460388184,933.6577758789062,146.81376772377092
0.3200002908706665,1,46.04662322998047,-0.010818776674568653,0.3006286025047302,-0.008246660232543945,0.034505367279052734,-0.003263711929321289,0.19768857955932617,0.005161159671843052,0.01715690642595291,-0.14413607120513916,0.30851036310195923,0.11656671017408371,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.13193204790153049,1.2003263235092163,571.0037841796875,156.9344981491369
0.34000033140182495,1,46.05073928833008,-0.010644860565662384,0.30084893107414246,-0.00810551643371582,0.037962913513183594,-0.0005304813385009766,0.20825432240962982,0.016255071386694908,0.01955314725637436,0.03466392308473587,0.11082260310649872,0.1671280860900879,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.13753169420171313,0.7178218364715576,516.540771484375,171.9811442425609
