Timestamp,ActionMode,Lyapunov_energy,px,py,pz,roll,pitch,yaw,vx,vy,vz,wx,wy,wz,px_ref,py_ref,pz_ref,roll_ref,pitch_ref,yaw_ref,vx_ref,vy_ref,vz_ref,wx_ref,wy_ref,wz_ref
0.0,1,1.8033095598220825,46.0,2.578919933507451e-12,0.29996079206466675,-2.384185791015625e-07,0.0,0.0,2.4787486299637784e-11,7.350443864684308e-11,-0.019620001316070557,-6.21937212841317e-09,-2.8610229740877458e-09,1.076842018332691e-10,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.07472086531736201
0.020000001415610313,1,1.9072277545928955,46.000205993652344,7.8160719567677e-06,0.29786205291748047,-0.00012612342834472656,-0.0008385181427001953,9.894371032714844e-05,0.029039787128567696,0.0027481226716190577,-0.1563287079334259,-0.0396893247961998,-0.25016388297080994,0.022638654336333275,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.07700296557337011
0.04000000283122063,1,1.5263664722442627,46.001094818115234,6.144694907561643e-06,0.2946045994758606,-0.004044771194458008,-0.0018885135650634766,0.0011823177337646484,0.05224667489528656,-0.007574297953397036,-0.1443234235048294,-0.09519470483064651,0.1066826656460762,0.03967960551381111,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0794723204092196
0.06000000610947609,1,1.327053189277649,46.002445220947266,-0.00040267850272357464,0.2923790514469147,-0.004270792007446289,0.0012598037719726562,0.0017399787902832031,0.0799342542886734,-0.02629205398261547,-0.08271463960409164,0.07095108926296234,0.15931876003742218,0.0031917619053274393,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.08207439846504003
0.07999997586011887,1,1.0980286598205566,46.004417419433594,-0.0010892638238146901,0.29130443930625916,-0.001703500747680664,0.003468751907348633,0.0015523433685302734,0.11126602441072464,-0.03986832872033119,-0.030520258471369743,0.1026126965880394,0.09250783920288086,-0.03660018742084503,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0848096450599493
0.09999994188547134,1,0.9404169917106628,46.00696563720703,-0.0019974224269390106,0.2910682260990143,0.0006928443908691406,0.004103899002075195,0.0006732940673828125,0.13770714402198792,-0.05169402062892914,0.005664545577019453,0.09383182227611542,0.029807452112436295,-0.06796509027481079,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.08768493728933488
0.11999990791082382,1,0.8486266732215881,46.009971618652344,-0.003137471852824092,0.2914270758628845,0.0025517940521240234,0.004202842712402344,-0.0007498264312744141,0.1572769582271576,-0.06320194154977798,0.030780455097556114,0.06613285839557648,0.023824892938137054,-0.0861058458685875,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.09070913872406446
0.13999992609024048,1,0.7963306903839111,46.01329040527344,-0.00448579341173172,0.2922646999359131,0.003760099411010742,0.004854917526245117,-0.002443552017211914,0.17124994099140167,-0.07226008921861649,0.050417814403772354,0.047887738794088364,0.05430356785655022,-0.09062683582305908,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.09389231402987833
0.15999996662139893,1,0.7883288264274597,46.01683807373047,-0.005990548990666866,0.293529748916626,0.004736900329589844,0.006623983383178711,-0.0042383670806884766,0.18145149946212769,-0.07807938009500504,0.0680839940905571,0.05390827730298042,0.10326084494590759,-0.0880676731467247,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.09724558085525173
0.18000000715255737,1,0.8241310119628906,46.02055358886719,-0.007587175816297531,0.2951653003692627,0.0065152645111083984,0.009679794311523438,-0.006021738052368164,0.18920296430587769,-0.08060412853956223,0.08202478289604187,0.07709150016307831,0.1500072181224823,-0.08090665936470032,0.0,0.0,0.3,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.10078112783713168
